API_version,element_type,element_name,element_type_change_type,changed_element_type,changed_element_name,changed_element_modification_type
24,Class,AtomicReferenceFieldUpdater,Changes,Methods,"V getAndUpdate(T, UnaryOperator<V>)",Added
24,Class,AtomicReferenceFieldUpdater,Changes,Methods,"V updateAndGet(T, UnaryOperator<V>)",Added
24,Class,AudioAttributes,Changes,Fields,"int FLAG_LOW_LATENCY",Added
24,Class,AudioDeviceInfo,Changes,Fields,"int TYPE_BUS",Added
24,Class,AudioFormat,Changes,Methods,"int describeContents()",Added
24,Class,AudioFormat,Changes,Methods,"void writeToParcel(Parcel, int)",Added
24,Class,AudioFormat,Changes,Fields,"Creator<AudioFormat> CREATOR",Added
24,Class,AudioFormat,Changes,Fields,"int ENCODING_IEC61937",Added
24,Class,AudioFormat,Changes,Fields,"int SAMPLE_RATE_UNSPECIFIED",Added
24,Class,AudioManager,Changes,Methods,"List<AudioRecordingConfiguration> getActiveRecordingConfigurations()",Added
24,Class,AudioManager,Changes,Methods,"void registerAudioRecordingCallback(AudioRecordingCallback, Handler)",Added
24,Class,AudioManager,Changes,Methods,"void unregisterAudioRecordingCallback(AudioRecordingCallback)",Added
24,Class,AudioManager,Changes,Fields,"String PROPERTY_SUPPORT_AUDIO_SOURCE_UNPROCESSED",Added
24,Class,AudioRecord,Changes,Methods,"void addOnRoutingChangedListener(OnRoutingChangedListener, Handler)",Added
24,Class,AudioRecord,Changes,Methods,"int getTimestamp(AudioTimestamp, int)",Added
24,Class,AudioRecord,Changes,Methods,"void removeOnRoutingChangedListener(OnRoutingChangedListener)",Added
24,Class,AudioRecord,Changes,Methods,"void addOnRoutingChangedListener(OnRoutingChangedListener, Handler) Now deprecated.",Changed
24,Class,AudioRecord,Changes,Methods,"void removeOnRoutingChangedListener(OnRoutingChangedListener) Now deprecated.",Changed
24,Class,AudioRecord,Changes,Fields,"int ERROR_DEAD_OBJECT",Added
24,Class,AudioRecord.OnRoutingChangedListener,Changes,Methods,"void onRoutingChanged(AudioRouting)",Added
24,Class,AudioTimestamp,Changes,Fields,"int TIMEBASE_BOOTTIME",Added
24,Class,AudioTimestamp,Changes,Fields,"int TIMEBASE_MONOTONIC",Added
24,Class,AudioTrack,Changes,Methods,"void addOnRoutingChangedListener(OnRoutingChangedListener, Handler)",Added
24,Class,AudioTrack,Changes,Methods,"int getBufferCapacityInFrames()",Added
24,Class,AudioTrack,Changes,Methods,"int getUnderrunCount()",Added
24,Class,AudioTrack,Changes,Methods,"void removeOnRoutingChangedListener(OnRoutingChangedListener)",Added
24,Class,AudioTrack,Changes,Methods,"int setBufferSizeInFrames(int)",Added
24,Class,AudioTrack,Changes,Methods,"void addOnRoutingChangedListener(OnRoutingChangedListener, Handler) Now deprecated.",Changed
24,Class,AudioTrack,Changes,Methods,"void removeOnRoutingChangedListener(OnRoutingChangedListener) Now deprecated.",Changed
24,Class,AudioTrack,Changes,Fields,"int ERROR_DEAD_OBJECT",Added
24,Class,AudioTrack.OnRoutingChangedListener,Changes,Methods,"void onRoutingChanged(AudioRouting)",Added
24,Class,AutoCompleteTextView,Changes,Constructors,"AutoCompleteTextView(Context, AttributeSet, int, int, Theme)",Added
24,Class,BackupAgent,Changes,Methods,"void onQuotaExceeded(long, long)",Added
24,Class,BaseInputConnection,Changes,Methods,"void closeConnection()",Added
24,Class,BaseInputConnection,Changes,Methods,"boolean deleteSurroundingTextInCodePoints(int, int)",Added
24,Class,BaseInputConnection,Changes,Methods,"Handler getHandler()",Added
24,Class,BatchUpdateException,Changes,Interfaces,java.io.Serializable,Removed
24,Class,BitmapFactory.Options,Changes,Methods,"void requestCancelDecode() Now deprecated.",Changed
24,Class,BitmapFactory.Options,Changes,Fields,"boolean inDither Now deprecated.",Changed
24,Class,BitmapFactory.Options,Changes,Fields,"boolean inPreferQualityOverSpeed Now deprecated.",Changed
