API_version,element_type,element_name,element_type_change_type,changed_element_type,changed_element_name,changed_element_modification_type
18,Package,android.renderscript,Changes,Classes,RSSurfaceView,Removed
18,Package,android.renderscript,Changes,Classes,RSTextureView,Removed
18,Package,android.renderscript,Changes,Classes,RenderScriptGL,Removed
18,Package,android.renderscript,Changes,Classes,RenderScriptGL.SurfaceConfig,Removed
18,Package,android.renderscript,Changes,Classes,RenderScript.ContextType,Added
18,Package,android.renderscript,Changes,Classes,Script.LaunchOptions,Added
18,Package,android.renderscript,Changes,Classes,ScriptIntrinsic3DLUT,Added
18,Package,android.renderscript,Changes,Classes,Allocation,Changed
18,Package,android.renderscript,Changes,Classes,FieldPacker,Changed
18,Package,android.renderscript,Changes,Classes,RenderScript,Changed
18,Package,android.renderscript,Changes,Classes,Sampler,Changed
18,Package,android.renderscript,Changes,Classes,Script,Changed
18,Package,android.renderscript,Changes,Classes,Type,Changed
18,Package,android.renderscript,Changes,Classes,Type.Builder,Changed
18,Package,android.security,Changes,Classes,KeyPairGeneratorSpec,Added
18,Package,android.security,Changes,Classes,KeyPairGeneratorSpec.Builder,Added
18,Package,android.security,Changes,Classes,KeyStoreParameter,Added
18,Package,android.security,Changes,Classes,KeyStoreParameter.Builder,Added
18,Package,android.security,Changes,Classes,KeyChain,Changed
18,Package,android.speech.tts,Changes,Classes,TextToSpeech,Changed
18,Package,android.speech.tts,Changes,Classes,TextToSpeech.Engine,Changed
18,Package,android.speech.tts,Changes,Interfaces,TextToSpeech.OnUtteranceCompletedListener,Changed
18,Package,android.telephony,Changes,Classes,CellIdentityWcdma,Added
18,Package,android.telephony,Changes,Classes,CellInfoWcdma,Added
18,Package,android.telephony,Changes,Classes,CellSignalStrengthWcdma,Added
18,Package,android.telephony,Changes,Classes,CellIdentityGsm,Changed
18,Package,android.telephony,Changes,Classes,TelephonyManager,Changed
18,Package,android.test,Changes,Classes,InstrumentationTestRunner,Changed
18,Package,android.test.mock,Changes,Classes,MockContentResolver,Changed
18,Package,android.test.mock,Changes,Classes,MockPackageManager,Changed
18,Package,android.text,Changes,Classes,BidiFormatter,Added
18,Package,android.text,Changes,Classes,BidiFormatter.Builder,Added
18,Package,android.text,Changes,Interfaces,TextDirectionHeuristic,Added
18,Package,android.text,Changes,Classes,TextDirectionHeuristics,Added
18,Package,android.text.format,Changes,Classes,DateFormat,Changed
18,Package,android.text.style,Changes,Classes,EasyEditSpan,Changed
18,Package,android.util,Changes,Classes,SparseLongArray,Added
18,Package,android.util,Changes,Classes,DisplayMetrics,Changed
18,Package,android.view,Changes,Classes,ViewGroupOverlay,Added
18,Package,android.view,Changes,Classes,ViewOverlay,Added
18,Package,android.view,Changes,Interfaces,ViewTreeObserver.OnWindowAttachListener,Added
18,Package,android.view,Changes,Interfaces,ViewTreeObserver.OnWindowFocusChangeListener,Added
18,Package,android.view,Changes,Classes,WindowId,Added
18,Package,android.view,Changes,Classes,WindowId.FocusObserver,Added
18,Package,android.view,Changes,Classes,InputDevice,Changed
18,Package,android.view,Changes,Classes,InputDevice.MotionRange,Changed
18,Package,android.view,Changes,Classes,InputEvent,Changed
18,Package,android.view,Changes,Classes,KeyEvent,Changed
18,Package,android.view,Changes,Classes,View,Changed
18,Package,android.view,Changes,Classes,ViewGroup,Changed
18,Package,android.view,Changes,Classes,ViewPropertyAnimator,Changed
18,Package,android.view,Changes,Classes,ViewTreeObserver,Changed
18,Package,android.view,Changes,Classes,WindowManager.LayoutParams,Changed
18,Package,android.view.accessibility,Changes,Classes,AccessibilityNodeInfo,Changed
18,Package,android.webkit,Changes,Classes,WebChromeClient,Changed
18,Package,android.webkit,Changes,Classes,WebIconDatabase,Changed
18,Package,android.webkit,Changes,Interfaces,WebIconDatabase.IconListener,Changed
18,Package,android.webkit,Changes,Classes,WebSettings,Changed
18,Package,android.webkit,Changes,Classes,WebStorage,Changed
18,Package,android.webkit,Changes,Classes,WebView,Changed
18,Package,android.webkit,Changes,Classes,WebViewDatabase,Changed
18,Package,android.widget,Changes,Classes,ExpandableListView,Changed
18,Package,android.widget,Changes,Interfaces,MediaController.MediaPlayerControl,Changed
18,Package,android.widget,Changes,Classes,QuickContactBadge,Changed
18,Package,android.widget,Changes,Classes,TextClock,Changed
18,Package,android.widget,Changes,Classes,VideoView,Changed
18,Package,android.hardware.location,Additions
18,Package,android.service.notification,Additions
17,Package,android,Changes,Classes,Manifest.permission_group,Changed
17,Package,android,Changes,Classes,R.attr,Changed
17,Package,android,Changes,Classes,R.style,Changed
17,Package,android.accessibilityservice,Changes,Classes,AccessibilityService,Changed
17,Package,android.accessibilityservice,Changes,Classes,AccessibilityServiceInfo,Changed
17,Package,android.app,Changes,Classes,Presentation,Added
17,Package,android.app,Changes,Classes,Activity,Changed
17,Package,android.app,Changes,Classes,AlertDialog.Builder,Changed
17,Package,android.app,Changes,Classes,Fragment,Changed
17,Package,android.app,Changes,Classes,FragmentManager,Changed
17,Package,android.app,Changes,Classes,Notification.Builder,Changed
17,Package,android.app,Changes,Classes,PendingIntent,Changed
17,Package,android.app,Changes,Classes,WallpaperManager,Changed
